"S.No.","Year","State","Industry","Count","Last.Update","Funding_Lakhs","Valuation_Lakhs"
44,2024,"Chandigarh","Automotive",2,"30-04-2025",1875.78498207731,24513.4236269009
45,2024,"Chandigarh","Chemicals",2,"30-04-2025",804.601501324214,10723.3436524849
46,2024,"Chandigarh","Construction",5,"30-04-2025",737.090014072601,7307.57947926942
47,2024,"Chandigarh","Agriculture",4,"30-04-2025",1203.51879228838,7251.30230370686
48,2024,"Chandigarh","AI",1,"30-04-2025",2356.51412875159,44247.1522411694
49,2024,"Chandigarh","Green Technology",2,"30-04-2025",1366.56456980854,15998.6385088207
50,2024,"Chandigarh","Events",2,"30-04-2025",4296.24719094718,78984.8771787772
51,2024,"Chandigarh","Fashion",7,"30-04-2025",276.864275033586,3066.76948620142
52,2024,"Chandigarh","Finance Technology",4,"30-04-2025",2238.89036731562,34156.411303993
53,2024,"Chandigarh","Enterprise Software",1,"30-04-2025",4004.67798593454,70150.7166251454
54,2024,"Chandigarh","Food & Beverages",1,"30-04-2025",653.401336877141,6724.67259784861
55,2024,"Chandigarh","Education",10,"30-04-2025",2826.69251960469,25172.8894406288
56,2024,"Chandigarh","Renewable Energy",1,"30-04-2025",1072.33037860133,9990.3356213923
57,2024,"Chandigarh","Technology Hardware",4,"30-04-2025",681.281668704469,5994.81596395701
58,2024,"Chandigarh","Healthcare & Lifesciences",16,"30-04-2025",3778.87392829871,29668.9667022881
59,2024,"Chandigarh","IT Services",13,"30-04-2025",4480.47452780884,24031.9437519553
60,2024,"Chandigarh","Human Resources",2,"30-04-2025",1903.59074063599,17180.032417272
61,2024,"Chandigarh","Media & Entertainment",4,"30-04-2025",3342.32021340868,53435.1811973894
62,2024,"Chandigarh","Retail",1,"30-04-2025",519.461271574255,5726.71765713154
63,2024,"Chandigarh","Professional & Commercial Services",4,"30-04-2025",1950.64970710082,34970.7789525135
64,2024,"Chandigarh","Sports",1,"30-04-2025",1408.19904063828,20704.2566249838
65,2024,"Chandigarh","Social Network",1,"30-04-2025",4082.46819245396,45554.4665297992
66,2024,"Chandigarh","Textiles & Apparel",4,"30-04-2025",2270.15588989016,44769.6179864771
67,2024,"Chandigarh","Transportation & Storage",1,"30-04-2025",4059.81854759157,76969.802619455
68,2024,"Chandigarh","Travel & Tourism",3,"30-04-2025",4071.32807212183,67740.3173719876
69,2024,"Chandigarh","Security Solutions",1,"30-04-2025",3981.9944894989,40277.423412594
70,2024,"Chandigarh","Real Estate",2,"30-04-2025",2227.16685363557,19756.7225932737
71,2024,"Chandigarh","Biotechnology",1,"30-04-2025",3784.6520352643,27898.2238195407
72,2024,"Goa","Architecture Interior Design",1,"30-04-2025",3164.64460121933,57167.5171420786
73,2024,"Goa","Automotive",2,"30-04-2025",3565.40288669057,49414.0979626869
74,2024,"Goa","Chemicals",1,"30-04-2025",53.0926279607229,333.562556578536
75,2024,"Goa","Telecommunication & Networking",1,"30-04-2025",2402.81704178778,39180.3283176537
76,2024,"Goa","Construction",8,"30-04-2025",1139.58848154871,8360.87030789267
77,2024,"Goa","Agriculture",2,"30-04-2025",1930.09186172858,11609.0349859649
78,2024,"Goa","Aeronautics Aerospace & Defence",1,"30-04-2025",3083.21646620752,20982.5639831738
79,2024,"Goa","AI",4,"30-04-2025",1791.39965075301,10326.2949752952
80,2024,"Goa","Green Technology",2,"30-04-2025",600.120350520592,7421.76251796319
81,2024,"Goa","Events",5,"30-04-2025",1255.91638996266,16047.701625731
82,2024,"Goa","Fashion",4,"30-04-2025",3356.87515786849,18461.4725635109
83,2024,"Goa","Finance Technology",2,"30-04-2025",2117.35155940987,32327.9684076703
84,2024,"Goa","Enterprise Software",3,"30-04-2025",3951.56937844586,74471.4523220827
85,2024,"Goa","Food & Beverages",12,"30-04-2025",559.179989073891,2875.80661587664
86,2024,"Goa","Education",6,"30-04-2025",2202.71907041315,36380.4449800059
87,2024,"Goa","Renewable Energy",5,"30-04-2025",4925.53705092287,27877.5487728083
88,2024,"Goa","Technology Hardware",5,"30-04-2025",4470.60301627498,80235.4522397935
89,2024,"Goa","Healthcare & Lifesciences",9,"30-04-2025",4438.02185090026,63521.7151863167
90,2024,"Goa","Internet of Things",2,"30-04-2025",916.510618850589,11257.1519935703
91,2024,"Goa","IT Services",8,"30-04-2025",696.943673247006,11983.1842889951
92,2024,"Goa","Human Resources",1,"30-04-2025",3282.85452894634,58482.0221079119
93,2024,"Goa","Marketing",2,"30-04-2025",1750.40653769393,17984.3469226859
94,2024,"Goa","Pets & Animals",1,"30-04-2025",3300.95273343613,47668.4535364297
95,2024,"Goa","Media & Entertainment",5,"30-04-2025",1635.84755031625,29895.4164811484
96,2024,"Goa","Retail",1,"30-04-2025",979.071040370036,17309.0926795458
97,2024,"Goa","Professional & Commercial Services",6,"30-04-2025",3922.3567915149,35478.3981655581
98,2024,"Goa","Sports",1,"30-04-2025",513.295184227172,4456.20860280853
99,2024,"Goa","Textiles & Apparel",1,"30-04-2025",2360.55625576992,27163.0874245931
100,2024,"Goa","Indic Language Startups",1,"30-04-2025",2581.95202650968,23085.6622122334
101,2024,"Goa","Transportation & Storage",6,"30-04-2025",3019.94534835685,56387.6979401963
102,2024,"Goa","Logistics",1,"30-04-2025",1697.47652456863,26059.1850597728
103,2024,"Goa","Travel & Tourism",9,"30-04-2025",2468.63451665267,29654.448336691
104,2024,"Goa","Security Solutions",3,"30-04-2025",4774.64544612449,33684.1349539157
105,2024,"Goa","Real Estate",2,"30-04-2025",2440.36686598556,30882.3810664859
106,2024,"Goa","Other Specialty Retailers",2,"30-04-2025",4457.23359950352,87337.9026943064
107,2024,"Delhi","Analytics",8,"30-04-2025",4576.46902521374,35519.8886365676
108,2024,"Delhi","Advertising",28,"30-04-2025",3063.23816248914,42560.8125104834
109,2024,"Delhi","Architecture Interior Design",27,"30-04-2025",2082.91439382592,26871.0548186328
110,2024,"Delhi","AR VR (Augmented + Virtual Reality)",8,"30-04-2025",778.118720150087,12704.1962652682
111,2024,"Delhi","Automotive",56,"30-04-2025",4679.73402618663,41628.6872960939
112,2024,"Delhi","Art & Photography",8,"30-04-2025",1541.08305487316,21981.0166853051
113,2024,"Delhi","Animation",2,"30-04-2025",350.566829170566,1942.00662052222
114,2024,"Delhi","Chemicals",19,"30-04-2025",4741.24835318653,91915.101811452
115,2024,"Delhi","Computer Vision",4,"30-04-2025",3616.95155347697,27085.5790055441
116,2024,"Delhi","Telecommunication & Networking",33,"30-04-2025",754.356763209216,7266.97220489932
117,2024,"Delhi","Construction",123,"30-04-2025",2768.95904752892,30694.8321895752
118,2024,"Delhi","Agriculture",69,"30-04-2025",4772.75163085433,56053.7972898421
119,2024,"Delhi","Aeronautics Aerospace & Defence",26,"30-04-2025",2948.14259794075,39725.7561237144
120,2024,"Delhi","AI",60,"30-04-2025",2052.32589464867,27303.2671179621
121,2024,"Delhi","Green Technology",61,"30-04-2025",3257.07272266736,58167.1419298585
122,2024,"Delhi","Events",32,"30-04-2025",1633.11205460923,18617.7062921474
123,2024,"Delhi","Fashion",91,"30-04-2025",1573.21405379334,20027.8595996699
124,2024,"Delhi","Finance Technology",85,"30-04-2025",1137.8497747588,14733.931502349
125,2024,"Delhi","Enterprise Software",32,"30-04-2025",1878.96988588618,22058.4276395136
126,2024,"Delhi","Food & Beverages",159,"30-04-2025",4921.88505717786,48715.3115736332
127,2024,"Delhi","Design",13,"30-04-2025",813.301389070693,14627.2125086069
128,2024,"Delhi","Dating Matrimonial",2,"30-04-2025",500.667799427174,8587.0875690682
129,2024,"Delhi","Education",124,"30-04-2025",752.439193520695,14959.9991965494
130,2024,"Delhi","Renewable Energy",74,"30-04-2025",3465.53515248233,39830.2209139257
131,2024,"Delhi","Technology Hardware",96,"30-04-2025",3115.31959278509,37350.6582143835
132,2024,"Delhi","Healthcare & Lifesciences",291,"30-04-2025",4462.40087988554,54404.9824620054
133,2024,"Delhi","Internet of Things",17,"30-04-2025",3381.34550842224,61570.8609051559
134,2024,"Delhi","IT Services",251,"30-04-2025",3698.53480273159,47081.7772733674
135,2024,"Delhi","Human Resources",96,"30-04-2025",2629.62184260832,40229.844724456
136,2024,"Delhi","Marketing",55,"30-04-2025",3316.20032589417,25380.4775024472
137,2024,"Delhi","Nanotechnology",4,"30-04-2025",4117.9370277212,49602.0702762848
138,2024,"Delhi","Non- Renewable Energy",12,"30-04-2025",3942.09368091542,60291.8556975792
139,2024,"Delhi","Pets & Animals",6,"30-04-2025",4900.11849097209,26512.564259916
140,2024,"Delhi","Media & Entertainment",56,"30-04-2025",2225.18610440893,22899.9297989297
141,2024,"Delhi","Retail",85,"30-04-2025",1592.92590026744,11946.1611458681
142,2024,"Delhi","House-Hold Services",29,"30-04-2025",2076.90101542976,28658.9279970387
143,2024,"Delhi","Professional & Commercial Services",211,"30-04-2025",101.812203566078,950.189666771267
144,2024,"Delhi","Sports",16,"30-04-2025",960.055143840145,12541.311802284
145,2024,"Delhi","Social Impact",21,"30-04-2025",4221.51012849063,29558.2673784286
146,2024,"Delhi","Social Network",11,"30-04-2025",1194.25082115922,17486.1553624146
147,2024,"Delhi","Textiles & Apparel",61,"30-04-2025",1233.54478047695,8439.36077033458
148,2024,"Delhi","Indic Language Startups",10,"30-04-2025",429.621268401388,6405.24875681408
149,2024,"Delhi","Transportation & Storage",40,"30-04-2025",1266.33220625808,12786.7375986134
150,2024,"Delhi","Logistics",34,"30-04-2025",3674.06926737167,52384.6112670465
151,2024,"Delhi","Travel & Tourism",67,"30-04-2025",4244.89316724939,74036.6761567211
152,2024,"Delhi","Security Solutions",68,"30-04-2025",2512.75997207267,42686.5558063371
153,2024,"Delhi","Airport Operations",3,"30-04-2025",1970.14969772426,15132.8936244637
154,2024,"Delhi","Real Estate",40,"30-04-2025",1269.92252103519,11402.1768655749
155,2024,"Delhi","Other Specialty Retailers",45,"30-04-2025",599.927483452484,7922.36234289325
156,2024,"Delhi","Safety",6,"30-04-2025",1980.4724544636,19867.957024975
157,2024,"Delhi","Robotics",13,"30-04-2025",2881.07980423374,32537.6331576814
158,2024,"Delhi","Passenger Experience",1,"30-04-2025",1123.61917590024,16752.8940004852
159,2024,"Delhi","Biotechnology",9,"30-04-2025",2251.60161001841,37809.1247579753
160,2024,"Delhi","Waste Management",40,"30-04-2025",1129.05381018063,8604.88372780019
161,2024,"Delhi","Toys and Games",14,"30-04-2025",2536.38283814071,32288.0382380476
162,2024,"Gujarat","Analytics",13,"30-04-2025",1801.82763065677,32780.574442388
163,2024,"Gujarat","Advertising",12,"30-04-2025",3267.4265361391,37570.2194242681
164,2024,"Gujarat","Architecture Interior Design",24,"30-04-2025",1904.83408522559,21441.196032492
165,2024,"Gujarat","AR VR (Augmented + Virtual Reality)",11,"30-04-2025",1809.45463490207,16634.6723395399
166,2024,"Gujarat","Automotive",90,"30-04-2025",2691.7553300038,32368.4988438406
167,2024,"Gujarat","Art & Photography",13,"30-04-2025",3714.6550839534,63916.7536891359
168,2024,"Gujarat","Animation",2,"30-04-2025",1144.45954222465,8946.80778782003
169,2024,"Gujarat","Chemicals",108,"30-04-2025",2093.09328714153,37865.665213778
170,2024,"Gujarat","Computer Vision",1,"30-04-2025",1365.14909990365,24295.1254649153
171,2024,"Gujarat","Telecommunication & Networking",19,"30-04-2025",3168.36661465932,39973.187530079
172,2024,"Gujarat","Construction",244,"30-04-2025",959.951029391959,14190.2120256365
173,2024,"Gujarat","Agriculture",249,"30-04-2025",4325.03835160751,86466.100024952
174,2024,"Gujarat","Aeronautics Aerospace & Defence",22,"30-04-2025",3745.51162046846,54717.8810833155
175,2024,"Gujarat","AI",38,"30-04-2025",3358.00901615294,41914.9650484675
176,2024,"Gujarat","Green Technology",75,"30-04-2025",3109.18847264256,30232.9178415724
177,2024,"Gujarat","Events",13,"30-04-2025",1892.57839812199,37802.4897216152
178,2024,"Gujarat","Fashion",117,"30-04-2025",2672.68664498115,22669.3700984306
179,2024,"Gujarat","Finance Technology",94,"30-04-2025",4379.67759718886,51247.6319627856
180,2024,"Gujarat","Enterprise Software",37,"30-04-2025",2929.66299391119,26291.0034801604
181,2024,"Gujarat","Food & Beverages",184,"30-04-2025",4206.8504357012,24702.1222478781
182,2024,"Gujarat","Design",14,"30-04-2025",1596.61841632333,30875.1867299331
183,2024,"Gujarat","Dating Matrimonial",2,"30-04-2025",3556.03709497955,21893.4006297741
184,2024,"Gujarat","Education",95,"30-04-2025",1361.83814012911,16330.1667109566
185,2024,"Gujarat","Renewable Energy",153,"30-04-2025",2991.99881049572,23565.6769209867
186,2024,"Gujarat","Technology Hardware",194,"30-04-2025",2432.38451242214,47960.952278512
187,2024,"Gujarat","Healthcare & Lifesciences",321,"30-04-2025",1361.91202073824,25815.3969822477
188,2024,"Gujarat","Internet of Things",19,"30-04-2025",2844.72265214426,36383.5040953076
189,2024,"Gujarat","IT Services",287,"30-04-2025",4570.28170399135,88371.8495991046
190,2024,"Gujarat","Human Resources",38,"30-04-2025",4514.27822802216,70408.4412455973
191,2024,"Gujarat","Marketing",47,"30-04-2025",1407.1247764281,20850.9290660749
192,2024,"Gujarat","Nanotechnology",6,"30-04-2025",1641.33964421926,13659.945399398
193,2024,"Gujarat","Non- Renewable Energy",31,"30-04-2025",4928.92237766646,70568.4108388916
194,2024,"Gujarat","Pets & Animals",5,"30-04-2025",3118.96688543493,56652.9320993498
195,2024,"Gujarat","Media & Entertainment",23,"30-04-2025",4689.70474131638,44246.1388878412
196,2024,"Gujarat","Retail",55,"30-04-2025",2359.33687650831,24424.7599270988
197,2024,"Gujarat","House-Hold Services",26,"30-04-2025",2063.82133663865,18036.9493264185
198,2024,"Gujarat","Professional & Commercial Services",247,"30-04-2025",3313.19010482403,51105.3307906035
199,2024,"Gujarat","Sports",10,"30-04-2025",804.115753376391,6872.07598059894
200,2024,"Gujarat","Social Impact",10,"30-04-2025",2885.69193817675,18677.2586349121
201,2024,"Gujarat","Social Network",2,"30-04-2025",1231.69383287895,9705.74652197243
202,2024,"Gujarat","Textiles & Apparel",135,"30-04-2025",4813.67673535133,77388.0531763992
203,2024,"Gujarat","Indic Language Startups",13,"30-04-2025",3026.76034357864,28510.2023647575
204,2024,"Gujarat","Transportation & Storage",62,"30-04-2025",2599.39714987995,39051.5211815713
205,2024,"Gujarat","Logistics",24,"30-04-2025",2042.73804390104,18387.0183463136
206,2024,"Gujarat","Travel & Tourism",52,"30-04-2025",4407.22037908854,22785.6095100678
207,2024,"Gujarat","Security Solutions",21,"30-04-2025",1852.25473069586,28749.8686941118
208,2024,"Gujarat","Real Estate",28,"30-04-2025",1476.7844394315,12002.2902068246
209,2024,"Gujarat","Other Specialty Retailers",52,"30-04-2025",894.693913776428,14935.9235127809
210,2024,"Gujarat","Safety",16,"30-04-2025",902.250144584104,6573.20657939964
211,2024,"Gujarat","Robotics",11,"30-04-2025",2436.11089733895,46732.6201399129
212,2024,"Gujarat","Biotechnology",15,"30-04-2025",1302.17639614129,22470.5556584802
213,2024,"Gujarat","Waste Management",48,"30-04-2025",1120.4612085945,5722.81511884305
214,2024,"Gujarat","Toys and Games",16,"30-04-2025",3388.16312099807,53195.8304875951
215,2024,"Himachal Pradesh","Automotive",2,"30-04-2025",285.934955754783,4387.99577580808
216,2024,"Himachal Pradesh","Art & Photography",1,"30-04-2025",3519.22278299462,28646.9977197996
217,2024,"Himachal Pradesh","Telecommunication & Networking",1,"30-04-2025",1791.84876035433,19040.1348128276
218,2024,"Himachal Pradesh","Construction",20,"30-04-2025",2074.27278974792,23314.7683678884
219,2024,"Himachal Pradesh","Agriculture",16,"30-04-2025",4113.70905358344,44940.3707341914
220,2024,"Himachal Pradesh","Aeronautics Aerospace & Defence",2,"30-04-2025",4598.34387334995,76965.6161716968
221,2024,"Himachal Pradesh","AI",2,"30-04-2025",1448.51523402613,8336.0386609507
222,2024,"Himachal Pradesh","Fashion",2,"30-04-2025",4807.4687288492,27956.3645497604
223,2024,"Himachal Pradesh","Finance Technology",1,"30-04-2025",3655.55241992697,44975.3167592829
224,2024,"Himachal Pradesh","Enterprise Software",1,"30-04-2025",3447.55665592384,43711.5645264579
225,2024,"Himachal Pradesh","Food & Beverages",10,"30-04-2025",311.577516724356,2580.82333187601
226,2024,"Himachal Pradesh","Design",1,"30-04-2025",2006.33966646856,28417.9957271574
227,2024,"Himachal Pradesh","Education",8,"30-04-2025",2415.33463025698,35227.2798741862
228,2024,"Himachal Pradesh","Renewable Energy",4,"30-04-2025",2823.25365523575,42298.0069402436
229,2024,"Himachal Pradesh","Technology Hardware",7,"30-04-2025",3506.39489458408,24521.720261839
230,2024,"Himachal Pradesh","Healthcare & Lifesciences",15,"30-04-2025",4582.63351517962,32714.4634834565
231,2024,"Himachal Pradesh","Internet of Things",1,"30-04-2025",3110.83857548656,62203.4967470211
232,2024,"Himachal Pradesh","IT Services",8,"30-04-2025",2170.68646833068,19133.2164441386
233,2024,"Himachal Pradesh","Human Resources",4,"30-04-2025",2733.29781772336,22566.581097735
234,2024,"Himachal Pradesh","Marketing",2,"30-04-2025",339.468518504873,5114.32906139775
235,2024,"Himachal Pradesh","Media & Entertainment",1,"30-04-2025",1341.24144243542,14530.2145828587
236,2024,"Himachal Pradesh","Retail",5,"30-04-2025",2015.90216887416,27344.698749876
237,2024,"Himachal Pradesh","House-Hold Services",1,"30-04-2025",1028.83644656977,6835.27666747664
238,2024,"Himachal Pradesh","Professional & Commercial Services",8,"30-04-2025",4168.0414360133,70583.2585471517
239,2024,"Himachal Pradesh","Social Network",1,"30-04-2025",806.79175297264,8542.21103752616
240,2024,"Himachal Pradesh","Textiles & Apparel",1,"30-04-2025",4026.92178302677,70557.3588871169
241,2024,"Himachal Pradesh","Indic Language Startups",1,"30-04-2025",2756.78947494598,54457.1655856416
242,2024,"Himachal Pradesh","Transportation & Storage",3,"30-04-2025",3328.4723279532,44466.5574504092
243,2024,"Himachal Pradesh","Travel & Tourism",11,"30-04-2025",899.907544720918,9216.19677968198
244,2024,"Himachal Pradesh","Real Estate",1,"30-04-2025",3183.62403112696,61928.6412319441
245,2024,"Himachal Pradesh","Other Specialty Retailers",3,"30-04-2025",1593.75524652423,25399.7558012012
246,2024,"Himachal Pradesh","Waste Management",1,"30-04-2025",3636.54401472304,48784.5592155223
247,2024,"Haryana","Analytics",5,"30-04-2025",2024.75213208236,15398.1975310722
248,2024,"Haryana","Advertising",17,"30-04-2025",4848.3142351266,70917.8063307282
249,2024,"Haryana","Architecture Interior Design",18,"30-04-2025",4838.62193454988,92273.9810714378
250,2024,"Haryana","AR VR (Augmented + Virtual Reality)",5,"30-04-2025",3647.17756813625,54716.8879709496
251,2024,"Haryana","Automotive",49,"30-04-2025",1323.22289494332,20117.6209454806
252,2024,"Haryana","Art & Photography",6,"30-04-2025",1147.85027655307,7928.72382506135
253,2024,"Haryana","Chemicals",17,"30-04-2025",2985.5759758153,25532.658219072
254,2024,"Haryana","Computer Vision",2,"30-04-2025",1374.23108906951,18329.0296206863
255,2024,"Haryana","Telecommunication & Networking",15,"30-04-2025",2678.79847438307,37146.5494034443
256,2024,"Haryana","Construction",113,"30-04-2025",3937.19377287198,41790.8057969537
257,2024,"Haryana","Agriculture",71,"30-04-2025",881.901012163144,9031.92604273214
258,2024,"Haryana","Aeronautics Aerospace & Defence",24,"30-04-2025",2051.77594603738,28080.9402983888
259,2024,"Haryana","AI",46,"30-04-2025",2384.30257427972,36760.7611554981
260,2024,"Haryana","Green Technology",31,"30-04-2025",4347.12869407376,53924.7476943573
261,2024,"Haryana","Events",10,"30-04-2025",4632.25438143127,37693.3622671777
262,2024,"Haryana","Fashion",44,"30-04-2025",4415.78891853569,44716.0304992963
263,2024,"Haryana","Finance Technology",50,"30-04-2025",3387.22487045452,51404.2795736517
264,2024,"Haryana","Enterprise Software",32,"30-04-2025",4753.32654772792,32376.2178128502
265,2024,"Haryana","Food & Beverages",89,"30-04-2025",2606.40222654911,49911.6745771418
266,2024,"Haryana","Design",4,"30-04-2025",2903.76915542874,21757.5823406918
267,2024,"Haryana","Dating Matrimonial",2,"30-04-2025",1714.83946924563,31638.6830061906
268,2024,"Haryana","Education",91,"30-04-2025",1769.25692547811,9294.74378242479
269,2024,"Haryana","Renewable Energy",46,"30-04-2025",149.120287736878,2132.00422183475
270,2024,"Haryana","Technology Hardware",58,"30-04-2025",2538.92457588809,35906.4783404977
271,2024,"Haryana","Healthcare & Lifesciences",168,"30-04-2025",4361.66489754105,63071.0837393021
272,2024,"Haryana","Internet of Things",10,"30-04-2025",81.1888805474155,939.252970438378
273,2024,"Haryana","IT Services",150,"30-04-2025",406.682763772551,6079.74111500694
274,2024,"Haryana","Human Resources",37,"30-04-2025",862.84556373721,13882.9562773518
275,2024,"Haryana","Marketing",39,"30-04-2025",3863.15366765484,66572.284647558
276,2024,"Haryana","Nanotechnology",1,"30-04-2025",3689.16231377516,52180.5534623098
277,2024,"Haryana","Non- Renewable Energy",7,"30-04-2025",4860.78439658741,71712.9525878532
278,2024,"Haryana","Pets & Animals",9,"30-04-2025",2359.0382653405,20772.5335997521
279,2024,"Haryana","Media & Entertainment",20,"30-04-2025",418.203340889886,6656.3703595525
280,2024,"Haryana","Retail",46,"30-04-2025",3261.64971537655,30005.7898345818
281,2024,"Haryana","House-Hold Services",18,"30-04-2025",3805.03618905786,61158.4502950783
282,2024,"Haryana","Professional & Commercial Services",99,"30-04-2025",728.67510097567,4700.59134890393
283,2024,"Haryana","Sports",12,"30-04-2025",2013.09374338016,27884.2697445777
284,2024,"Haryana","Social Impact",6,"30-04-2025",1163.67737954715,9653.98922989519
285,2024,"Haryana","Social Network",8,"30-04-2025",336.894874623977,5547.18886937759
286,2024,"Haryana","Textiles & Apparel",46,"30-04-2025",2009.66880711494,39975.5508753439
287,2024,"Haryana","Indic Language Startups",4,"30-04-2025",371.395084902178,4770.91361469068
288,2024,"Haryana","Transportation & Storage",28,"30-04-2025",1168.13784295227,18969.6145350797
289,2024,"Haryana","Logistics",19,"30-04-2025",320.414090051781,5658.80271720223
290,2024,"Haryana","Travel & Tourism",33,"30-04-2025",3367.89609581465,22295.0572298475
291,2024,"Haryana","Security Solutions",17,"30-04-2025",1523.8218239625,15258.8065614705
292,2024,"Haryana","Real Estate",23,"30-04-2025",548.571832408197,2853.66846526526
293,2024,"Haryana","Other Specialty Retailers",32,"30-04-2025",405.925281229429,5541.82820604977
294,2024,"Haryana","Safety",3,"30-04-2025",4408.18081548205,39921.4862912437
295,2024,"Haryana","Robotics",3,"30-04-2025",3783.52464026539,48028.9528474319
296,2024,"Haryana","Passenger Experience",2,"30-04-2025",4092.19914366258,62614.5489050887
297,2024,"Haryana","Biotechnology",6,"30-04-2025",4911.59484967357,34973.7509753943
298,2024,"Haryana","Waste Management",27,"30-04-2025",562.818242574576,7981.98144833359
299,2024,"Haryana","Toys and Games",13,"30-04-2025",540.257055289112,9870.7843067657
300,2024,"Jammu and Kashmir","Architecture Interior Design",2,"30-04-2025",4004.21647530748,36057.148941236
301,2024,"Jammu and Kashmir","Automotive",9,"30-04-2025",3933.64756932715,26898.072060018
302,2024,"Jammu and Kashmir","Art & Photography",1,"30-04-2025",96.6780302347615,842.146672235065
303,2024,"Jammu and Kashmir","Chemicals",1,"30-04-2025",3906.37611979619,72506.7689752715
304,2024,"Jammu and Kashmir","Construction",87,"30-04-2025",3660.48372699879,51819.1770907537
305,2024,"Jammu and Kashmir","Agriculture",23,"30-04-2025",3169.15267142467,22627.1989740931
306,2024,"Jammu and Kashmir","Aeronautics Aerospace & Defence",1,"30-04-2025",2430.50860833609,37921.8633430143
307,2024,"Jammu and Kashmir","AI",3,"30-04-2025",825.352414301597,6145.11220827253
308,2024,"Jammu and Kashmir","Green Technology",4,"30-04-2025",90.6668231706135,1810.89408293666
309,2024,"Jammu and Kashmir","Events",1,"30-04-2025",2289.66905141715,39108.1289808754
310,2024,"Jammu and Kashmir","Fashion",4,"30-04-2025",2486.85197728919,28140.7028895495
